,date,dic
9,2021-03-21,"{'KANZLERAMT': 1, 'FÜR': 2, 'LOCKDOWN': 3, 'BIS': 2, '18.': 1, 'APRIL': 2, 'VOR': 5, 'DER': 3, 'CORONA-BUND-LÄNDER-KONFERENZ': 1, 'IHRE': 1, 'FRAGEN': 1, 'AN': 2, 'MICHAEL': 1, 'MÜLLER': 1, '(@REGBERLIN)': 1, 'IM': 2, 'NACH-BERICHT': 1, 'AUS': 1, 'BERLIN': 1, '(@ARD_BAB).': 1, 'BUND-LÄNDER-RUNDE': 1, 'NORDEN': 1, 'WIRBT': 1, 'URLAUB': 1, 'KÜSTE': 1, 'POLIZEIEINSATZ': 1, 'IN': 3, 'KASSEL': 1, 'SOLL': 2, 'ÜBERPRÜFT': 1, 'WERDEN': 2, 'BESCHLUSSPAPIER': 1, 'VERLÄNGERT': 1, 'DEUTSCHE': 1, 'AUF': 3, 'MALLORCA': 2, 'EINE': 1, 'WIDERSPRÜCHLICHE': 1, 'ANGELEGENHEIT': 1, 'CORONA-MASSNAHMEN': 1, 'MEHR': 2, 'FLEXIBILITÄT': 1, 'STATT': 2, 'STARRE': 1, 'REGELN': 1, 'BERLINER': 1, 'PHILHARMONIKER': 1, 'SPIELEN': 1, 'GETESTETEM': 1, 'PUBLIKUM': 1, 'OSTERURLAUB': 1, 'CORONAZEITEN': 1, 'ERZGEBIRGE': 1, 'SIEBEN-TAGE-INZIDENZ': 2, 'STEIGT': 2, '103,9': 1, 'LIVEBLOG': 2, 'ALS': 1, '100': 1, 'BUND-LÄNDER-KONFERENZ': 1, 'SCHOLZ': 1, 'WARNT': 1, 'REISEWELLE': 1, 'ZU': 1, 'OSTERN': 1, 'PROTESTE': 1, 'MEHREREN': 1, 'LÄNDERN': 1, 'TAUSENDE': 1, 'DEMONSTRIEREN': 1, 'GEGEN': 1, 'BIONTECH-CHEF': 1, 'ENDE': 1, 'LOCKDOWNS': 1, 'HERBST': 1}"
10,2021-03-20,"{'DEBATTE': 1, 'ÜBER': 1, 'OSTERURLAUB': 1, 'VERREISEN': 1, 'ODER': 1, 'NICHT': 2, 'VERREISEN?': 1, 'FRANKREICH': 2, 'MIT': 2, 'DEM': 1, 'LOCKDOWN': 2, 'GEGEN': 3, 'DIE': 3, 'DRITTE': 1, 'WELLE': 2, 'STEIGENDE': 1, 'NEUINFEKTIONEN': 1, 'EINZELHANDEL': 1, 'KÄMPFT': 1, 'FÜR': 1, 'CLICK': 1, '&AMP;': 1, 'MEET': 1, '&AMP;MEET': 1, 'CORONA-PANDEMIE': 1, 'POLEN': 1, 'WIRD': 1, 'VON': 2, 'DRITTER': 1, 'ÜBERROLLT': 1, 'JEDER': 1, 'ZWEITE': 1, 'ERWACHSENE': 1, 'IN': 4, 'GROSSBRITANNIEN': 1, 'GEIMPFT': 1, 'ZUSAMMENSTÖSSE': 1, 'BEI': 2, 'PROTEST': 1, 'CORONA-MASSNAHMEN': 1, 'KASSEL': 1, 'DEUTSCHE': 1, 'AUF': 3, 'MALLORCA': 1, 'ENDLICH': 1, 'WIEDER': 1, 'DER': 2, 'LIEBLINGSINSEL': 1, 'SPUTNIK': 1, 'V': 1, 'EIN': 1, 'VAKZIN': 1, 'POLITISCHE': 1, 'EISZEIT?': 1, 'SIEBEN-TAGE-INZIDENZ': 1, 'STEIGT': 1, 'BUNDESWEIT': 1, '99,9': 1, 'KEINE': 1, 'AUSLÄNDISCHEN': 1, 'ZUSCHAUER': 1, 'OLYMPIA': 1, 'TOKIO': 1, 'ERLAUBT': 1, 'LIVEBLOG': 2, 'VERSCHÄRFT': 1, 'MASSNAHMEN': 1, 'ALTERNATIVEN': 1, 'ZUM': 1, 'WENIGSTENS': 1, 'INS': 1, 'GARTENLOKAL': 1, 'ATTENTATE': 1, 'DEN': 1, 'USA': 1, 'IMMER': 1, 'MEHR': 1, 'WEGEN': 1, 'CORONA': 1, 'ÄRZTE-KRITIK': 1, 'NACH': 1, 'IMPFGIPFEL': 1, 'ICH': 1, 'VERSTEHE': 1, 'ES': 1, 'LEYEN': 1, 'DROHT': 1, 'ASTRAZENECA': 1, 'EXPORTVERBOT': 1}"
11,2021-03-19,"{'BUNDESREGIERUNG': 1, 'POLEN': 1, 'AB': 1, 'SONNTAG': 1, 'HOCHINZIDENZGEBIET': 1, 'LIVE': 1, 'ARD': 1, 'EXTRA': 1, 'ZUR': 2, 'CORONA-LAGE': 2, 'KANZLERIN': 2, 'MERKEL': 1, 'HAUSÄRZTE': 1, 'SOLLEN': 1, 'NACH': 2, 'OSTERN': 1, 'MIT': 2, 'CORONA-IMPFUNGEN': 1, 'BEGINNEN': 1, 'INFORMIERT': 1, 'ÜBER': 1, 'ERGEBNISSE.': 1, 'BUNDESWEITE': 1, 'KLIMAPROTESTE': 1, 'TROTZ': 1, 'CORONA': 1, 'VERFASSUNGSSCHUTZ': 1, 'WIE': 2, 'UMGEHEN': 1, 'DEN': 1, 'QUERDENKERN': 1, '?': 1, 'MARKTBERICHT': 1, 'CORONA-ÄNGSTE': 1, 'WIEDER': 1, 'AUF': 1, 'DER': 2, 'AGENDA': 1, 'DOMINIERENDE': 1, 'CORONA-MUTANTE': 1, 'B.1.1.7': 1, 'IST': 1, 'DEUTLICH': 2, 'TÖDLICHER': 1, 'WER': 1, 'ZAHLT': 1, 'BEI': 1, 'MÖGLICHEN': 1, 'SCHÄDEN': 1, 'IM': 2, 'RAHMEN': 1, 'CORONA-IMPFUNG?': 1, 'SPAHN': 3, 'WILL': 1, 'SPUTNIK': 1, 'V': 1, 'NOTFALLS': 1, 'NATIONALEN': 1, 'ALLEINGANG': 1, 'ANSCHAFFEN': 1, 'KULTUSMINISTER': 1, 'WOLLEN': 1, 'SCHULEN': 1, 'SO': 1, 'LANGE': 1, 'MÖGLICH': 1, 'OFFEN': 1, 'HALTEN': 1, 'INDIEN': 1, 'SCHRÄNKT': 1, 'IMPFSTOFF-EXPORTE': 1, 'EIN': 2, 'LIVEBLOG': 2, 'HAMBURG': 1, 'ZIEHT': 1, 'DIE': 2, 'NOTBREMSE': 1, 'ZU': 1, 'ÖFFNUNGEN': 1, 'VIELLEICHT': 1, 'SCHRITTE': 1, 'RÜCKWÄRTS': 1, 'GEHEN': 1, 'LIVESTREAM': 1, 'UND': 1, 'SCHAADE': 1, 'ÄUSSERN': 1, 'SICH': 1, 'EMA-EMPFEHLUNG': 1, 'AUFHOLEN': 1, 'IN': 1, 'SACHEN': 1, 'ASTRAZENECA': 1, 'RKI': 1, 'INZIDENZWERT': 1, 'STEIGT': 1, 'WEITER': 2, 'CHILE': 1, 'IMPF-CHAMPIONS': 1, 'STEUEREINNAHMEN': 1, 'BRECHEN': 1}"
12,2021-03-18,"{'CORONA-PANDEMIE': 1, 'FRANKREICH': 1, 'VERSCHÄRFT': 1, 'MASSNAHMEN': 1, 'IN': 2, '16': 1, 'REGIONEN': 1, 'GESUNDHEITSMINISTER': 1, 'ÄUSSERT': 1, 'SICH': 2, 'ZUR': 1, '-ENTSCHEIDUNG.': 1, 'KULTUSMINISTERKONFERENZ': 1, 'SCHULEN': 1, 'AUF': 2, '-': 1, 'UM': 1, 'JEDEN': 1, 'PREIS?': 1, 'DEUTSCHE': 1, 'IMPFKAMPAGNE': 1, 'IMMER': 1, 'MEHR': 1, 'STIMMEN': 1, 'FÜR': 2, 'SPUTNIK': 1, 'V': 1, 'BUND': 1, 'UND': 1, 'LÄNDER': 1, 'EINIGEN': 1, 'CORONA-HÄRTEFALLFONDS': 1, 'ITALIEN': 1, 'GEDENKT': 1, 'SEINER': 1, 'CORONA-TOTEN': 1, 'CORONA-AUFLAGEN': 1, 'GASTGEWERBE': 1, 'FORDERT': 2, 'PERSPEKTIVE': 1, 'CORONA': 1, 'MASSIVE': 1, 'SOFTWARE-PROBLEME': 1, 'GESUNDHEITSÄMTERN': 1, 'CORONA-STUDIE': 1, 'ÄLTERE': 1, 'HABEN': 1, 'HÖHERES': 1, 'RE-INFEKTIONSRISIKO': 1, 'HAUSÄRZTE': 1, 'ZU': 1, 'ASTRAZENECA': 1, 'WIRD': 1, 'NICHT': 1, 'LEICHT,': 1, 'VERTRAUEN': 1, 'AUFZUBAUEN': 1, 'GEWINNER': 1, 'DER': 1, 'CORONA-KRISE': 1, 'WER': 1, 'ZAHLT': 1, 'DIE': 1, 'PANDEMIE?': 1, 'LIVEBLOG': 1, 'SEEHOFER': 1, 'EINFACHERE': 1, 'REGELN': 1}"
13,2021-03-17,"{'CORONA-INFEKTION?': 1, 'TANSANIAS': 1, 'PRÄSIDENT': 1, 'MAGUFULI': 1, 'IST': 1, 'GESTORBEN': 1, 'KRITIK': 1, 'AM': 1, 'GESUNDHEITSMINISTER': 1, 'ES': 1, 'WIRD': 1, 'EINSAMER': 1, 'UM': 2, 'SPAHN': 1, 'FFP2-MASKEN': 1, 'AUS': 1, 'APOTHEKEN': 1, 'ZWEI': 2, 'MILLIARDEN': 1, 'EURO': 1, 'ZU': 2, 'VIEL': 1, 'GEZAHLT?': 1, 'CORONA-BETRUGSPROZESS': 1, 'VIEREINHALB': 1, 'JAHRE': 1, 'HAFT': 1, 'FÜR': 3, 'ANGEKLAGTEN': 1, 'WIE': 1, 'DER': 4, 'IMPFNACHWEIS': 1, 'FUNKTIONIEREN': 1, 'SOLL': 1, 'CORONA-IMPFSTOFFE': 1, 'EU': 1, 'DROHT': 1, 'MIT': 2, 'SCHÄRFEREM': 1, 'EXPORTVERBOT': 1, 'DEUTSCHLAND': 1, 'VERLÄNGERT': 1, 'GRENZKONTROLLEN': 1, 'WOCHEN': 1, 'NACH': 1, 'DEM': 1, '-STOPP': 1, 'STELLEN': 1, 'SIE': 1, 'IHRE': 1, 'FRAGEN': 1, '-IMPFSTOFFEN': 1, 'GEPLANTEM': 1, 'EU-IMPFNACHWEIS': 1, 'WIEDER': 1, 'IN': 4, 'DEN': 1, 'URLAUB': 1, 'MANCHE': 1, 'STÄDTE': 1, 'VERWEIGERN': 1, 'CORONA-KRISE': 2, 'MIETNACHLÄSSE': 1, 'CORONA-PANDEMIE': 2, 'DIE': 2, 'PERFEKTE': 1, 'DRITTE': 1, 'WELLE': 1, 'MEHR': 1, 'GELD': 1, 'LEHRBETRIEBE': 1, 'ABITUR': 1, 'PANDEMIE': 1, 'ALLEIN': 1, 'IM': 1, 'INTERNAT': 1, 'SPANIEN': 1, 'UND': 1, 'IMPFPASS': 1, 'UNGEHEUER': 1, 'WICHTIG': 1, 'URLAUBSREGIONEN': 1, 'AUCH': 1, 'BRAUEREIGASTHÖFE': 1, 'ERHALTEN': 1, 'NUN': 1, 'CORONA-HILFEN': 1, 'BETRIEBSÄRZTE': 1, 'WOLLEN': 1, 'IMPFKAMPAGNE': 1, 'BESCHLEUNIGEN': 1, 'SIEBEN-TAGE-INZIDENZ': 1, 'STEIGT': 1, 'AUF': 2, '86,2': 1, 'TRUMP': 1, 'FORDERT': 1, 'ANHÄNGER': 1, 'ZUM': 1, 'IMPFEN': 1}"
14,2021-03-16,"{'LIVE': 1, 'ARD': 1, 'EXTRA': 1, 'ZUR': 1, 'LAGE': 1, 'IN': 1, 'DER': 1, 'CORONA-KRISE': 1, 'DEBATTE': 1, 'NACH': 1, 'ASTRAZENECA-STOPP': 1, 'KRITIK': 2, 'AN': 1, 'SPAHNS': 1, 'IMPFMANAGEMENT': 1, 'DROSTEN': 1, 'DRITTE': 1, 'WELLE': 1, 'OHNE': 1, 'IMPFUNG': 1, 'NICHT': 2, 'BEHERRSCHBAR': 1, 'TOURISMUS': 1, 'KROATIEN': 1, 'HOFFT': 1, 'NOCH': 2, 'AUF': 2, 'PFINGSTURLAUBER': 1, 'CORONA-RÜCKHOLAKTION': 1, 'TAUSENDE': 1, 'RECHNUNGEN': 1, 'OFFEN': 1, 'CORONA-IMPFUNGEN': 1, 'WAS': 1, 'STECKT': 1, 'HINTER': 1, 'DEM': 3, 'ASTRAZENECA-STOPP?': 1, 'ASTRAZENECA-IMPFSTOFF': 1, 'ÜBERALL': 1, 'ABSTELLGLEIS': 1, 'ZALANDO': 1, 'WÄCHST': 1, 'AUCH': 1, 'DURCH': 1, 'CORONA-SCHUB': 1, 'FÜR': 1, 'ONLINE-HANDEL': 1, 'WEITERE': 2, 'ÖFFNUNGSSCHRITTE': 1, 'TÜBINGEN': 1, 'WIRD': 1, 'CORONA-MODELLSTADT': 1, 'WEGEN': 1, 'CORONA-PANDEMIE': 1, 'DEUTSCHLAND': 1, 'HÄLT': 1, 'KLIMAZIELE': 1, '2020': 1, 'EIN': 1, 'EURO-FINANZMINISTER': 1, 'VERLÄNGERN': 1, 'CORONA-HILFEN': 1, 'BIS': 1, 'ENDE': 1, '2022': 1, 'GIFFEY': 1, 'FORDERT': 1, 'MEHR': 1, 'CORONA-TESTS': 1, 'VOR': 2, 'SCHULBESUCH': 1, 'CORONA-ZAHLEN': 1, 'RKI-EXPERTE': 1, 'WARNT': 1, 'EXPONENTIELLEM': 1, 'WACHSTUM': 1, 'ASTRAZENECA-IMPFSTOPP': 1, 'MÖGLICHE': 1, 'VERZÖGERUNGEN': 1, 'UND': 1, 'DEUTLICHE': 1, 'LIVEBLOG': 1, 'LÄNDER': 1, 'STOPPEN': 1, 'ASTRAZENECA-IMPFUNGEN': 1}"
15,2021-03-15,"{'REISEN': 1, 'TROTZ': 1, 'CORONA-PANDEMIE': 3, 'BLOSS': 1, 'KEIN': 1, 'ZWEITES': 1, 'ISCHGL': 1, 'MEHR': 2, 'GETESTET': 1, '-': 1, 'FÄLLE?': 1, 'LIVESTREAM': 1, 'SPAHN': 1, 'ÄUSSERT': 1, 'SICH': 1, 'ZU': 1, 'ASTRAZENECA': 3, 'RUSSISCHER': 1, 'IMPFSTOFF': 2, 'SOLL': 1, 'IN': 4, 'DEUTSCHLAND': 2, 'PRODUZIERT': 1, 'WERDEN': 1, 'CORONA-IMPFUNG': 1, 'MIT': 1, 'AUSGESETZT': 1, 'BUNDESREGIERUNG': 1, 'LÄNDER': 1, 'SOLLEN': 1, 'CORONA-NOTBREMSE': 1, 'UMSETZEN': 1, 'FRANKREICH': 1, 'IMPFT': 1, 'SEIT': 1, 'HEUTE': 1, 'APOTHEKEN': 1, 'URLAUB': 1, 'AUF': 2, 'MALLORCA': 1, 'BOOMT': 1, 'NACH': 2, 'ENDE': 1, 'DER': 1, 'REISEWARNUNG': 1, 'KONSUM': 1, 'BRICHT': 1, '2020': 1, 'SO': 1, 'STARK': 1, 'EIN': 2, 'WIE': 1, 'ZULETZT': 1, '1970': 1, 'ZUM': 1, 'KEINE': 1, 'HINWEISE': 1, 'ERHÖHTES': 1, 'RISIKO': 1, 'TAUSENDE': 1, 'VERFAHREN': 1, 'WEGEN': 1, 'BETRUGS': 1, 'BEI': 1, 'CORONA-SOFORTHILFEN': 1, 'CORONAVIRUS': 1, 'INTENSIVMEDIZINER': 1, 'FORDERN': 1, 'SOFORTIGEN': 1, 'LOCKDOWN': 2, 'MARKTBERICHT': 1, 'JAHR': 1, 'DEM': 1, 'CORONA-CRASH': 1, 'LIVEBLOG': 1, 'GEDENKEN': 1, 'AN': 1, '30.000': 1, 'TOTE': 1, 'NEW': 1, 'YORK': 1, 'ITALIEN': 1, 'DRITTER': 1, 'UND': 1, 'IMPF-OFFENSIVE': 1}"
16,2021-03-14,"{'BADEN-WÜRTTEMBERG': 1, 'WIE': 1, 'WIRD': 1, 'DIE': 2, 'CORONA-POLITIK': 1, 'BEURTEILT?': 1, 'RHEINLAND-PFALZ': 1, 'WELCHE': 1, 'ROLLE': 1, 'SPIELTE': 1, 'CORONA-PANDEMIE?': 1, 'NIEDERLÄNDISCHE': 1, 'POLIZEI': 1, 'LÖST': 1, 'ANTI-LOCKDOWN-DEMO': 1, 'AUF': 2, 'LIVEBLOG': 2, 'WTO-CHEFIN': 1, 'FORDERT': 2, 'LIZENZHERSTELLUNG': 1, 'VON': 1, 'IMPFSTOFFEN': 1, 'RKI-LAGEBERICHT': 1, 'SIEBEN-TAGE-INZIDENZ': 1, 'BEI': 2, '79,1': 1, 'EU-KOMMISSION': 1, 'RÄUMT': 1, 'FEHLER': 1, 'IMPFSTOFF-BESTELLUNGEN': 1, 'EIN': 1, 'INTENSIVVERSORGUNG': 1, 'GEFÄHRDET': 1, 'MÜSSEN': 1, 'FLUCHT': 1, 'AUS': 1, 'PFLEGEBERUFEN': 1, 'STOPPEN': 1, 'DUBAI': 1, 'SETZT': 1, 'IMPFEN': 1, 'UND': 1, 'ÖFFNEN': 1, 'MALLORCA': 1, 'NICHT': 1, 'MEHR': 1, 'RISIKOGEBIET': 1, 'NOCH': 1, 'LANGE': 1, 'KEIN': 1, 'NORMALER': 1, 'URLAUB': 1, 'WEBER': 1, 'EXPORTSTOPP': 1, 'FÜR': 1, 'ASTRAZENECA': 1}"
17,2021-03-13,"{'DRESDEN': 1, 'ANGRIFFE': 1, 'GEGEN': 1, 'POLIZISTEN': 1, 'BEI': 1, 'CORONA-DEMO': 1, 'MEHRERE': 1, 'EU-LÄNDER': 1, 'FORDERN': 1, 'IMPFSTOFF-GIPFEL': 1, 'LIVEBLOG': 3, 'CORONAPROTESTE': 1, 'IN': 2, 'MEHREREN': 1, 'STÄDTEN': 1, 'NACH': 1, 'OSTERN': 1, 'RKI': 2, 'PROGNOSTIZIERT': 1, 'INZIDENZ': 1, 'VON': 1, '300': 1, 'ISRAEL': 1, 'IST': 2, 'IMPF-WELTMEISTER,': 1, 'ZAHLT': 1, 'ABER': 1, 'SEINEN': 1, 'PREIS': 1, 'CORONA-IMPFSTOFFE': 1, 'DEUTSCHLAND': 1, 'WILL': 1, 'SICH': 1, 'AB': 1, '2022': 1, 'SELBST': 1, 'VERSORGEN': 1, 'LAGEBERICHT': 1, 'DES': 1, 'SIEBEN-TAGE-INZIDENZ': 2, 'STEIGT': 2, 'DEUTLICH': 2, 'CORONA': 1, 'BRASILIEN': 1, 'DIE': 1, 'PANDEMIE': 1, 'AUSSER': 1, 'KONTROLLE': 1, 'NIEDERLANDE': 1, 'VOR': 1, 'DER': 1, 'WAHL': 1, 'KEINE': 1, 'EXPERIMENTE': 1, 'ARBEITSLOSENVERSICHERUNG': 1, 'FÜR': 1, 'ALLE': 1, 'GEFORDERT': 1}"
18,2021-03-12,"{'KAMPF': 1, 'GEGEN': 2, 'CORONA': 2, 'SOLLTEN': 1, 'HAUSÄRZTE': 2, 'NICHT': 1, 'SCHNELLER': 1, 'IMPFEN?': 1, 'VORWURF': 1, 'AUS': 1, 'ÖSTERREICH': 1, 'IMPFSTOFF': 3, 'UNGERECHT': 1, 'VERTEILT?': 1, 'CORONA-KRISE': 3, 'MECKLENBURG-VORPOMMERN': 1, 'SETZT': 1, 'LUCA-APP': 1, 'EIN': 3, 'JAHR': 1, 'DEUTLICHE': 1, 'SPUREN': 1, 'AM': 1, 'ARBEITSMARKT': 1, 'HEIL': 1, 'WILL': 2, 'VEREINFACHTEN': 1, 'ZUGANG': 1, 'ZU': 3, 'KURZARBEITERGELD': 1, 'VERLÄNGERN': 1, 'CORONAVIRUS': 1, 'WHO': 1, 'STELLT': 1, 'SICH': 2, 'ZWEIFEL': 1, 'AN': 2, 'ASTRAZENECA-VAKZIN': 1, 'WIE': 1, 'GUT': 1, 'IST': 2, 'DER': 3, 'RUSSISCHE': 1, 'CORONA-IMPFSTOFF': 1, 'SPUTNIK': 1, 'V?': 1, 'CORONA-PANDEMIE': 1, 'MALLORCA': 1, 'KEIN': 1, 'RISIKOGEBIET': 1, 'MEHR': 2, 'PANDEMIE-BEWÄLTIGUNG': 1, 'WARUM': 1, 'ANDERE': 1, 'EU-LÄNDER': 1, 'WEITER': 1, 'SIND': 1, 'LIVESTREAM': 2, 'BUNDESAGENTUR': 1, 'FÜR': 3, 'ARBEIT': 1, 'FOLGEN': 1, 'RKI': 2, 'FALLZAHLEN': 1, 'HABEN': 1, 'AUF': 1, 'HOHEM': 1, 'NIVEAU': 1, 'EINGEPENDELT': 1, 'DIE': 4, 'BRITISCHEN': 1, 'EXPORTE': 1, 'LEIDEN': 1, 'UNTER': 1, 'BREXIT': 1, 'UND': 3, 'NACH': 1, 'BETRUGSVERDACHT': 1, 'CORONA-HILFEN': 1, 'WERDEN': 1, 'WIEDER': 1, 'AUSGEZAHLT': 1, 'ZAHL': 1, 'CORONA-NEUINFEKTIONEN': 1, 'STEIGT,': 1, 'INZIDENZ': 2, 'AUCH,': 1, 'ABER': 1, 'VIERTER': 1, 'MACHT': 1, 'HOFFNUNG.': 1, 'RKI-PRÄSIDENT': 1, 'WIELER': 2, 'GESUNDHEITSMINISTER': 1, 'SPAHN': 2, 'ÜBER': 1, 'AKTUELLE': 1, 'LAGE.': 1, 'ZUR': 1, 'CORONA-LAGE': 1, 'MÖGLICHE': 1, 'NEBENWIRKUNGEN': 1, 'PAUL-EHRLICH-INSTITUT': 1, 'HÄLT': 1, 'ASTRAZENECA': 1, 'FEST': 1, 'BIDENS': 1, 'FERNSEHANSPRACHE': 1, 'AMERIKA': 1, 'KOMMT': 1, 'ZURÜCK': 1, 'CORONA-NEUINFEKTIONEN,': 1, 'STEIGENDE': 1, 'BIDEN': 1, 'IMPFSTOFFE': 1, 'ALLE': 1, 'ERWACHSENEN': 1, 'BIS': 1, 'MAI': 1, 'FREIGEBEN': 1, 'LIVEBLOG': 1, 'FORDERN': 1, 'SCHLIESSUNG': 1, 'VON': 1, 'IMPFZENTREN': 1, 'ANGEBLICHES': 1, 'US-EXPORTVERBOT': 1, 'WAS': 1, 'DRAN?': 1}"
